Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2019,7,19,21:50,UTC,0,1011.4,90,0,-1,15.5,13.9,40960,337,3.2,1.9
2019,7,19,22:00,UTC,0,1011.4,87,0,-1,15.3,13.2,49490,3,3.3,2.2
2019,7,19,22:10,UTC,0,1011.6,82,0,-1,15.4,12.3,50000,9,3.1,2.1
2019,7,19,22:20,UTC,0,1011.6,72,0,-1,15.6,10.6,50000,10,3.2,1.9
2019,7,19,22:30,UTC,0,1011.7,69,0,-1,15.8,10.2,50000,4,3.2,2.2
2019,7,19,22:40,UTC,0,1011.7,68,0,-1,15.7,9.8,50000,7,3.6,2.4
2019,7,19,22:50,UTC,0,1011.7,67,0,-1,15.6,9.5,50000,354,3.6,2.7
2019,7,19,23:00,UTC,0,1011.7,68,0,-1,15.4,9.5,50000,6,4.1,2.8
2019,7,19,23:10,UTC,0,1011.7,69,0,-1,15.3,9.7,50000,10,4,2.4
2019,7,19,23:20,UTC,0,1011.8,66,0,-1,15.7,9.3,50000,14,4.4,2.8
2019,7,19,23:30,UTC,0,1011.8,65,0,-1,15.8,9.3,50000,11,4.3,3
2019,7,19,23:40,UTC,0,1011.9,65,0,-1,15.8,9.4,50000,12,4.2,2.9
2019,7,19,23:50,UTC,0,1011.9,69,0,-1,15.5,9.8,50000,18,4.1,2.8
2019,7,20,00:00,UTC,0,1012,69,0,-1,15.3,9.7,50000,20,3.9,2.6
2019,7,20,00:10,UTC,0,1012,70,0,-1,15.4,10,46050,12,3.5,2.3
2019,7,20,00:20,UTC,0,1012.1,72,0,-1,15.1,10.1,50000,355,2.9,1.8
2019,7,20,00:30,UTC,0,1012.2,74,0,-1,14.5,10,50000,329,2.4,1.9
2019,7,20,00:40,UTC,0,1012.2,75,0,-1,14.3,10,50000,316,2.9,2.3
2019,7,20,00:50,UTC,0,1012.2,74,0,-1,14.5,10,50000,321,3.1,2.2
2019,7,20,01:00,UTC,0,1012.3,72,0,-1,14.6,9.7,50000,323,4,2.8
2019,7,20,01:10,UTC,0,1012.3,73,0,-1,14.4,9.5,50000,327,3.5,2.8
2019,7,20,01:20,UTC,0,1012.3,75,0,-1,14.4,10,50000,326,3.5,2.6
2019,7,20,01:30,UTC,0,1012.4,77,0,-1,13.9,9.9,50000,317,2.9,2.2
2019,7,20,01:40,UTC,0,1012.4,78,0,-1,13.8,10,50000,325,3.1,2.4
2019,7,20,01:50,UTC,0,1012.5,78,0,-1,13.5,9.8,50000,327,2.8,2.3
2019,7,20,02:00,UTC,0,1012.5,80,0,-1,13.2,9.9,50000,327,2.5,2.1
2019,7,20,02:10,UTC,0,1012.5,82,0,-1,13.2,10.1,50000,317,2.5,2
2019,7,20,02:20,UTC,0,1012.6,82,0,-1,13.1,10.2,50000,318,2.8,2.1
2019,7,20,02:30,UTC,0,1012.7,80,0,-1,13.4,10.1,50000,321,3.2,2.4
2019,7,20,02:40,UTC,0,1012.8,79,0,-1,13.6,10,50000,323,3.7,2.9
2019,7,20,02:50,UTC,0,1012.8,77,0,-1,14,10.2,50000,324,3.8,2.8
2019,7,20,03:00,UTC,0,1012.9,78,0,-1,14,10.2,50000,323,3.3,2.5
2019,7,20,03:10,UTC,0,1012.9,79,0,-1,14.2,10.6,50000,328,2.8,2.2
2019,7,20,03:20,UTC,0,1012.9,79,0,-1,14.2,10.7,50000,320,2.3,1.8
2019,7,20,03:30,UTC,0,1012.9,80,0,-1,14.5,11.1,50000,319,2.7,2
2019,7,20,03:40,UTC,0,1013,77,0,-1,15.1,11.1,50000,321,3.8,2.6
2019,7,20,03:50,UTC,0,1012.9,74,0,-1,16.6,11.9,50000,330,3.6,2.6
2019,7,20,04:00,UTC,0,1012.9,72,0,-1,16.9,11.8,50000,325,3.3,2.4
2019,7,20,04:10,UTC,0,1013,70,0,-1,17.8,12.3,49280,324,3.7,2.8
2019,7,20,04:20,UTC,0,1012.9,67,0,-1,18.3,12.1,50000,340,3,2.2
2019,7,20,04:30,UTC,0,1013,65,0,-1,18.6,11.8,47720,334,3.9,2.4
2019,7,20,04:40,UTC,0,1013.1,63,0,-1,19.2,12,50000,331,3.8,2.5
2019,7,20,04:50,UTC,0,1013.1,60,0,-1,19.6,11.5,48610,336,3.4,2.3
2019,7,20,05:00,UTC,0,1013.2,60,0,-1,19.5,11.5,44620,343,4.3,2.5
2019,7,20,05:10,UTC,0,1013.3,59,0,-1,20,11.8,45510,350,5.9,3.1
2019,7,20,05:20,UTC,0,1013.3,58,0,-1,20.1,11.7,48480,358,5.6,4
2019,7,20,05:30,UTC,0,1013.4,60,0,-1,20.2,12.2,42250,350,4.8,3.3
2019,7,20,05:40,UTC,0,1013.5,61,0,-1,20.7,13,45070,344,4.5,2.9
2019,7,20,05:50,UTC,0,1013.6,61,0,-1,20.9,13.1,50000,344,4.8,2.9
2019,7,20,06:00,UTC,0,1013.6,59,0,-1,21.2,12.8,44500,341,4.6,2.8
2019,7,20,06:10,UTC,0,1013.6,58,0,-1,21.3,12.7,48560,335,4.9,3.1
2019,7,20,06:20,UTC,0,1013.7,59,0,-1,21.3,12.9,41850,355,5.3,3.2
2019,7,20,06:30,UTC,0,1013.7,56,0,-1,21.7,12.6,47150,355,5,3.1
2019,7,20,06:40,UTC,0,1013.7,56,0,-1,21.6,12.5,49990,4,5,3.3
2019,7,20,06:50,UTC,0,1013.8,56,0,-1,21.8,12.7,39310,357,6,3.4
2019,7,20,07:00,UTC,0,1013.8,55,0,-1,22,12.6,42790,351,6.6,4.3
2019,7,20,07:10,UTC,0,1013.9,53,0,-1,22.4,12.5,39480,1,6.5,3.9
2019,7,20,07:20,UTC,0,1013.9,51,0,-1,22.2,11.7,49860,355,6.6,3.6
2019,7,20,07:30,UTC,1,1013.9,51,0,-1,22.6,12,42650,334,6.6,3.7
2019,7,20,07:40,UTC,1,1013.9,53,0,-1,22.7,12.5,49120,4,7,3.5
2019,7,20,07:50,UTC,1,1014,47,0,-1,23.3,11.3,45320,344,7.3,3.8
2019,7,20,08:00,UTC,0,1014,49,0,-1,23,11.7,40410,4,6.2,3.8
2019,7,20,08:10,UTC,0,1014,45,0,-1,22.9,10.4,43460,330,7.8,4.9
2019,7,20,08:20,UTC,1,1014,46,0,-1,23.4,11.1,46410,327,7.4,4.6
2019,7,20,08:30,UTC,1,1014,48,0,-1,24,12.2,37790,350,5.3,3.1
2019,7,20,08:40,UTC,1,1014.1,45,0,-1,24,11.3,34660,350,6.4,3.7
2019,7,20,08:50,UTC,1,1014.1,46,0,-1,23.9,11.5,45310,324,7.6,4.6
2019,7,20,09:00,UTC,1,1014.2,45,0,-1,24,11.4,36460,341,6.1,4
2019,7,20,09:10,UTC,1,1014.3,41,0,-1,24.5,10.4,41410,329,8.1,3.9
2019,7,20,09:20,UTC,1,1014.3,44,0,-1,23.4,10.4,43940,350,7.3,4
2019,7,20,09:30,UTC,1,1014.4,41,0,-1,24.2,10,45550,354,6.8,3.7
2019,7,20,09:40,UTC,1,1014.5,42,0,-1,24.1,10.2,42320,335,8.3,4.7
2019,7,20,09:50,UTC,1,1014.4,40,0,-1,25,10.3,42980,328,5.2,3.2
2019,7,20,10:00,UTC,1,1014.5,39,0,-1,25.1,10,43540,2,7.1,3.3
2019,7,20,10:10,UTC,1,1014.6,38,0,-1,24.5,9.3,45680,340,4.9,1.5
2019,7,20,10:20,UTC,3,1014.7,42,0,-1,23.4,9.8,50000,330,5.1,2.4
2019,7,20,10:30,UTC,5,1014.8,51,0,-1,22.8,12.1,44870,326,5.4,2.6
2019,7,20,10:40,UTC,5,1014.8,52,0,-1,23,12.6,42600,219,2.9,1.5
2019,7,20,10:50,UTC,5,1014.7,52,0,-1,22.7,12.2,50000,170,4.8,3
2019,7,20,11:00,UTC,5,1014.8,52,0,-1,22.5,12,38390,211,5.4,3
2019,7,20,11:10,UTC,3,1014.8,49,0,-1,23.9,12.4,44840,196,4.3,3
2019,7,20,11:20,UTC,3,1014.9,52,0,-1,23.1,12.6,37120,219,5.6,4.1
2019,7,20,11:30,UTC,3,1014.9,48,0,-1,23.3,11.8,37200,213,6.1,4.2
2019,7,20,11:40,UTC,5,1014.9,55,0,-1,22.7,13.2,44000,227,5.7,4.3
2019,7,20,11:50,UTC,7,1015,52,0,-1,23.3,12.9,46080,224,6,4.3
2019,7,20,12:00,UTC,5,1015,49,0,-1,23.3,11.8,36870,224,7.3,5.4
2019,7,20,12:10,UTC,3,1015,50,0,-1,23.1,12.2,40850,213,6.1,4.8
2019,7,20,12:20,UTC,1,1015,53,0,-1,22.9,12.7,42610,220,7.2,4.4
2019,7,20,12:30,UTC,1,1015.1,51,0,-1,23.1,12.5,34590,225,8,5.1
2019,7,20,12:40,UTC,1,1015,52,0,-1,22.9,12.5,36440,219,7.3,4.9
2019,7,20,12:50,UTC,1,1015.1,52,0,-1,23.1,12.7,40740,225,7.6,4.8
2019,7,20,13:00,UTC,1,1015.1,52,0,-1,22.8,12.3,46110,227,8.1,5.4
2019,7,20,13:10,UTC,1,1015,54,0,-1,23.2,13.3,40310,222,8.5,5.8
2019,7,20,13:20,UTC,0,1015,53,0,-1,22.9,12.9,48850,222,8.2,5.2
2019,7,20,13:30,UTC,0,1015.1,54,0,-1,22.7,12.8,50000,222,8.3,5.8
2019,7,20,13:40,UTC,1,1015.1,53,0,-1,23,13,42550,218,8.7,6.9
2019,7,20,13:50,UTC,1,1015.1,53,0,-1,22.9,12.9,36160,217,8.3,6.8
2019,7,20,14:00,UTC,1,1015.1,51,0,-1,23.3,12.5,42690,215,7.9,5.6
2019,7,20,14:10,UTC,0,1015.1,50,0,-1,23.4,12.3,42200,218,8.3,5.9
2019,7,20,14:20,UTC,1,1015,48,0,-1,23.5,11.7,35550,221,7.6,4.9
2019,7,20,14:30,UTC,1,1015,51,0,-1,23.3,12.6,43900,218,7.2,5.3
2019,7,20,14:40,UTC,1,1015,49,0,-1,23.4,12.2,48100,220,7.2,5.1
2019,7,20,14:50,UTC,0,1015,49,0,-1,23.3,11.9,40110,218,6.9,4.9
2019,7,20,15:00,UTC,0,1015.1,50,0,-1,23,12,44820,219,7,4.9
2019,7,20,15:10,UTC,0,1015,52,0,-1,23.4,13,50000,225,6.3,4.3
2019,7,20,15:20,UTC,0,1015,50,0,-1,23.5,12.5,48720,226,6.5,4.1
2019,7,20,15:30,UTC,0,1015,52,0,-1,23.1,12.7,50000,226,5.8,3.8
2019,7,20,15:40,UTC,0,1014.9,52,0,-1,23.2,12.7,50000,220,6,4.2
2019,7,20,15:50,UTC,0,1014.9,51,0,-1,23.4,12.7,44910,227,6,3.8
2019,7,20,16:00,UTC,0,1015,51,0,-1,23.4,12.7,50000,231,6.1,3.7
2019,7,20,16:10,UTC,0,1015,55,0,-1,22.7,13,49680,227,5.7,3.5
2019,7,20,16:20,UTC,0,1015.1,56,0,-1,22.5,13.2,48480,231,5,3.2
2019,7,20,16:30,UTC,0,1015.1,56,0,-1,22.6,13.3,49240,228,4.8,3
2019,7,20,16:40,UTC,0,1015.2,57,0,-1,22.2,13.2,50000,227,5,3.3
2019,7,20,16:50,UTC,0,1015.2,57,0,-1,22.1,13.2,50000,225,5.4,3.6
2019,7,20,17:00,UTC,0,1015.1,58,0,-1,22,13.4,50000,233,4.5,2.5
2019,7,20,17:10,UTC,0,1015.2,62,0,-1,21.6,13.9,46910,233,4.3,2.7
2019,7,20,17:20,UTC,0,1015.2,63,0,-1,21.7,14.2,50000,234,4.3,2.6
2019,7,20,17:30,UTC,0,1015.2,62,0,-1,21.8,14.2,50000,236,3.7,2.3
2019,7,20,17:40,UTC,0,1015.2,65,0,-1,21.4,14.6,50000,228,5,2.9
2019,7,20,17:50,UTC,0,1015.3,68,0,-1,20.9,14.8,48420,222,4.9,3.7
2019,7,20,18:00,UTC,0,1015.3,72,0,-1,20.3,15.1,49670,214,3.7,2.1
2019,7,20,18:10,UTC,0,1015.3,74,0,-1,20.2,15.3,47480,213,2.7,1.4
2019,7,20,18:20,UTC,0,1015.4,74,0,-1,20.1,15.3,50000,240,2,1
2019,7,20,18:30,UTC,0,1015.5,76,0,-1,19.8,15.3,50000,215,1.5,0.8
2019,7,20,18:40,UTC,0,1015.5,76,0,-1,19.8,15.4,46450,220,1.9,1.1
2019,7,20,18:50,UTC,0,1015.5,78,0,-1,19.2,15.2,47220,215,1.8,1.1
2019,7,20,19:00,UTC,0,1015.6,80,0,-1,18.9,15.3,47120,230,1.9,1.2
2019,7,20,19:10,UTC,0,1015.7,81,0,-1,18.5,15.2,49510,237,1.7,1.1
2019,7,20,19:20,UTC,0,1015.7,83,0,-1,18.3,15.3,47430,240,1.8,1.2
2019,7,20,19:30,UTC,0,1015.8,83,0,-1,18.3,15.4,47940,244,1.4,1
2019,7,20,19:40,UTC,1,1015.8,84,0,-1,18.1,15.3,45840,238,1.6,1.2
2019,7,20,19:50,UTC,1,1015.9,85,0,-1,17.8,15.3,48840,240,1.7,1
2019,7,20,20:00,UTC,1,1015.9,87,0,-1,17.7,15.6,45550,229,0.9,0.6
2019,7,20,20:10,UTC,0,1015.9,88,0,-1,17.4,15.4,42440,0,0,0
2019,7,20,20:20,UTC,0,1016,88,0,-1,17.1,15.2,46450,0,0,0
2019,7,20,20:30,UTC,0,1016.1,89,0,-1,17.2,15.4,42270,0,0,0
2019,7,20,20:40,UTC,0,1016.2,90,0,-1,16.9,15.4,40250,0,0,0
2019,7,20,20:50,UTC,0,1016.2,92,0,-1,16.8,15.5,32030,0,0,0
2019,7,20,21:00,UTC,0,1016.3,93,0,-1,16.7,15.5,28740,0,0,0
2019,7,20,21:10,UTC,0,1016.3,93,0,-1,16.6,15.4,35650,0,0,0
2019,7,20,21:20,UTC,0,1016.4,95,0,-1,16.6,15.7,23900,0,0,0
2019,7,20,21:30,UTC,0,1016.5,94,0,-1,16.4,15.5,21370,0,0,0
2019,7,20,21:40,UTC,0,1016.5,96,0,-1,16.4,15.7,20880,0,0,0
2019,7,20,21:50,UTC,0,1016.5,96,0,-1,16.4,15.7,17330,343,1,0.5
2019,7,20,22:00,UTC,0,1016.5,96,0,-1,16.1,15.4,19170,332,1.1,0.9
2019,7,20,22:10,UTC,0,1016.5,96,0,-1,16.3,15.7,15280,308,0.9,0.7
2019,7,20,22:20,UTC,0,1016.5,96,0,-1,16.2,15.6,17290,0,0,0
2019,7,20,22:30,UTC,0,1016.6,96,0,-1,16,15.4,15720,25,1,0.7
2019,7,20,22:40,UTC,0,1016.6,97,0,-1,15.9,15.3,13970,83,1,0.7
2019,7,20,22:50,UTC,0,1016.6,97,0,-1,15.9,15.4,13270,0,0,0
2019,7,20,23:00,UTC,0,1016.7,97,0,-1,15.8,15.3,11980,0,0,0
2019,7,20,23:10,UTC,0,1016.8,97,0,-1,16,15.6,8550,0,0,0
2019,7,20,23:20,UTC,0,1016.8,97,0,-1,15.7,15.3,9270,0,0,0
2019,7,20,23:30,UTC,0,1016.8,98,0,-1,15.8,15.4,9180,322,1,0.8
2019,7,20,23:40,UTC,0,1016.8,98,0,-1,15.6,15.2,9330,339,1,0.8
2019,7,20,23:50,UTC,0,1016.8,98,0,-1,15.5,15.1,8130,338,0.9,0.6
2019,7,21,00:00,UTC,0,1016.7,98,0,-1,15.6,15.2,9260,338,0.9,0.7
2019,7,21,00:10,UTC,0,1016.7,98,0,-1,15.4,15,10410,5,1.2,0.8
2019,7,21,00:20,UTC,0,1016.8,98,0,-1,15.4,15,9400,358,1.3,1
2019,7,21,00:30,UTC,0,1016.8,98,0,-1,15.3,15,10030,350,1.3,1
2019,7,21,00:40,UTC,0,1016.8,98,0,-1,15.1,14.8,9660,354,1.5,1.1
2019,7,21,00:50,UTC,0,1016.8,98,0,-1,15,14.7,9910,349,1.7,1.1
2019,7,21,01:00,UTC,0,1016.7,98,0,-1,15,14.6,11620,340,1,0.8
2019,7,21,01:10,UTC,0,1016.8,98,0,-1,14.7,14.3,13100,2,1.4,1
2019,7,21,01:20,UTC,0,1016.8,98,0,-1,14.7,14.4,13090,353,1.4,0.8
2019,7,21,01:30,UTC,0,1016.7,98,0,-1,14.6,14.2,16410,355,1.4,1
2019,7,21,01:40,UTC,0,1016.8,98,0,-1,14.5,14.1,17260,355,1.3,0.6
2019,7,21,01:50,UTC,0,1016.8,98,0,-1,14.4,14.1,25750,4,0.8,0.5
2019,7,21,02:00,UTC,0,1016.7,98,0,-1,14.2,13.9,28110,0,0,0
2019,7,21,02:10,UTC,0,1016.7,98,0,-1,14.3,14,29490,0,0,0
2019,7,21,02:20,UTC,0,1016.8,98,0,-1,14.4,14,23540,0,0,0
2019,7,21,02:30,UTC,0,1016.8,97,0,-1,14.4,14,26550,40,0.9,0.5
2019,7,21,02:40,UTC,0,1016.8,97,0,-1,14.4,14,28320,51,2,1.1
2019,7,21,02:50,UTC,0,1016.8,97,0,-1,14.6,14.2,28870,50,1.8,1.4
2019,7,21,03:00,UTC,0,1016.8,97,0,-1,14.6,14.2,35930,35,2.1,1.2
2019,7,21,03:10,UTC,0,1016.8,95,0,-1,14.8,14.1,39810,96,1.2,0.7
2019,7,21,03:20,UTC,0,1016.8,93,0,-1,14.9,13.8,43210,60,1.7,1
2019,7,21,03:30,UTC,0,1016.8,89,0,-1,15.2,13.3,48170,46,2.4,1.4
2019,7,21,03:40,UTC,0,1016.8,84,0,-1,15.8,13.1,48280,84,2.2,1.2
2019,7,21,03:50,UTC,0,1016.8,81,0,-1,16.9,13.6,50000,73,2.7,1.3
2019,7,21,04:00,UTC,0,1016.9,77,0,-1,17.9,13.9,50000,91,1.7,0.9
2019,7,21,04:10,UTC,0,1017,71,0,-1,18.7,13.4,44550,106,1,0.5
2019,7,21,04:20,UTC,0,1017,74,0,-1,19.3,14.6,47690,135,0.8,0.5
2019,7,21,04:30,UTC,0,1017,61,0,-1,19.7,12,48330,131,1.2,0.7
2019,7,21,04:40,UTC,0,1016.9,62,0,-1,19.7,12.3,50000,118,2.1,1.3
2019,7,21,04:50,UTC,0,1016.9,61,0,-1,20.2,12.5,24570,95,2.2,1.3
2019,7,21,05:00,UTC,0,1017,61,0,-1,20.8,13.1,44250,112,2.1,1.3
2019,7,21,05:10,UTC,0,1017.1,58,0,-1,21.4,12.9,43240,85,1.2,0.7
2019,7,21,05:20,UTC,0,1017.1,61,0,-1,21.6,13.7,47290,120,1.7,1
2019,7,21,05:30,UTC,0,1017.2,56,0,-1,21.6,12.3,39060,133,2.1,1.5
2019,7,21,05:40,UTC,0,1017.2,56,0,-1,22,12.7,37900,138,2.1,1.4
2019,7,21,05:50,UTC,0,1017.3,57,0,-1,22.1,13.2,43570,132,2.6,1.9
2019,7,21,06:00,UTC,0,1017.4,59,0,-1,22.3,13.8,41370,116,2.5,1.6
2019,7,21,06:10,UTC,0,1017.3,60,0,-1,22.6,14.4,44660,100,2.8,1.5
2019,7,21,06:20,UTC,0,1017.3,56,0,-1,21.8,12.7,42510,97,3.3,2.3
2019,7,21,06:30,UTC,0,1017.4,57,0,-1,22.1,13.1,34390,118,2.8,1.9
2019,7,21,06:40,UTC,0,1017.3,56,0,-1,22.5,13.2,41240,99,2.8,2
2019,7,21,06:50,UTC,0,1017.3,51,0,-1,23.3,12.5,39800,90,2.5,1.7
2019,7,21,07:00,UTC,0,1017.3,50,0,-1,22.9,12.1,45520,95,2.1,1.3
2019,7,21,07:10,UTC,0,1017.3,50,0,-1,23.1,12.2,43670,103,2.6,1.6
2019,7,21,07:20,UTC,0,1017.2,49,0,-1,23.9,12.5,35530,106,3.2,2.1
2019,7,21,07:30,UTC,0,1017.2,48,0,-1,23.7,12.1,41310,93,2.9,2
2019,7,21,07:40,UTC,0,1017.3,48,0,-1,23.7,12,42520,111,3.4,2
2019,7,21,07:50,UTC,0,1017.3,46,0,-1,23.6,11.4,35530,116,3.8,2
2019,7,21,08:00,UTC,0,1017.3,44,0,-1,23.5,10.7,39880,141,3.9,2.4
2019,7,21,08:10,UTC,0,1017.4,48,0,-1,23.9,12.4,45660,142,4.1,2.5
2019,7,21,08:20,UTC,0,1017.4,55,0,-1,23.3,13.8,50000,157,4.5,2.8
2019,7,21,08:30,UTC,0,1017.4,56,0,-1,24.1,14.8,50000,162,4.8,2.7
2019,7,21,08:40,UTC,0,1017.4,51,0,-1,24.3,13.5,49120,162,4.4,2.3
2019,7,21,08:50,UTC,0,1017.5,47,0,-1,23.9,11.9,35330,148,3.6,2.2
2019,7,21,09:00,UTC,0,1017.4,48,0,-1,23.9,12.4,37280,130,3.8,2.7
2019,7,21,09:10,UTC,0,1017.4,50,0,-1,23.9,12.8,41560,128,3.7,2.4
2019,7,21,09:20,UTC,0,1017.4,50,0,-1,24.5,13.5,41340,132,3.6,2.4
2019,7,21,09:30,UTC,0,1017.4,51,0,-1,24.4,13.6,40100,133,4.1,2.6
2019,7,21,09:40,UTC,0,1017.4,46,0,-1,24.6,12.4,38150,143,4.2,2.5
2019,7,21,09:50,UTC,0,1017.4,48,0,-1,24.6,12.9,41850,132,4.1,2.7
2019,7,21,10:00,UTC,0,1017.5,45,0,-1,24.6,11.9,33020,147,4,2.8
2019,7,21,10:10,UTC,0,1017.5,49,0,-1,24.6,13.3,38520,174,4.2,2.7
2019,7,21,10:20,UTC,0,1017.4,56,0,-1,24.4,14.9,34510,185,4.1,3
2019,7,21,10:30,UTC,0,1017.4,53,0,-1,24.4,14.2,41560,183,4.3,3
2019,7,21,10:40,UTC,0,1017.4,55,0,-1,24.1,14.5,37680,187,4.4,3
2019,7,21,10:50,UTC,0,1017.4,53,0,-1,23.8,13.7,31060,185,5,3.2
2019,7,21,11:00,UTC,0,1017.4,50,0,-1,24.3,13.1,35900,173,4.4,3
2019,7,21,11:10,UTC,0,1017.4,53,0,-1,24.6,14.4,37830,180,4.3,2.8
2019,7,21,11:20,UTC,0,1017.4,51,0,-1,24.6,13.7,38460,164,4.3,2.8
2019,7,21,11:30,UTC,0,1017.5,49,0,-1,24.9,13.3,38810,174,4.4,2.6
2019,7,21,11:40,UTC,0,1017.4,47,0,-1,24.7,12.7,33860,186,4.7,3.1
2019,7,21,11:50,UTC,0,1017.4,46,0,-1,25.1,12.7,32870,197,4.7,3.1
2019,7,21,12:00,UTC,0,1017.4,46,0,-1,24.2,11.8,37520,198,5.6,4.1
2019,7,21,12:10,UTC,0,1017.3,48,0,-1,24.8,13,39560,191,4.9,3.1
2019,7,21,12:20,UTC,0,1017.2,49,0,-1,24.1,12.8,35730,199,5,3.7
2019,7,21,12:30,UTC,0,1017.3,50,0,-1,24.2,13.1,43960,190,5.3,3.2
2019,7,21,12:40,UTC,0,1017.2,52,0,-1,24.1,13.7,41000,181,4.8,3.4
2019,7,21,12:50,UTC,0,1017.2,50,0,-1,23.8,12.9,45930,172,4.8,3.5
2019,7,21,13:00,UTC,0,1017.2,50,0,-1,23.9,12.9,42540,173,5.1,3.8
2019,7,21,13:10,UTC,0,1017.1,49,0,-1,23.7,12.3,49560,203,5.6,3.6
2019,7,21,13:20,UTC,0,1017.2,52,0,-1,23.5,13,45620,211,5.4,3.6
2019,7,21,13:30,UTC,0,1017.1,48,0,-1,23.7,12,46530,209,4.6,3.2
2019,7,21,13:40,UTC,0,1017,48,0,-1,24.1,12.5,42800,192,4.9,2.7
2019,7,21,13:50,UTC,0,1017,44,0,-1,23.8,10.8,42650,180,4.8,3.3
2019,7,21,14:00,UTC,0,1016.9,45,0,-1,23.9,11.3,39510,193,4.9,3.1
2019,7,21,14:10,UTC,0,1016.8,46,0,-1,24.1,11.9,32590,210,4.8,3.4
2019,7,21,14:20,UTC,0,1016.8,44,0,-1,23.9,10.8,38690,201,4.4,2.6
2019,7,21,14:30,UTC,0,1016.7,46,0,-1,24,11.7,39010,179,5.7,3.4
2019,7,21,14:40,UTC,0,1016.6,45,0,-1,24.1,11.4,47880,177,4.5,3
2019,7,21,14:50,UTC,0,1016.7,45,0,-1,24,11.3,48030,179,4.1,2.7
2019,7,21,15:00,UTC,0,1016.6,46,0,-1,23.8,11.6,46830,165,4,2.4
2019,7,21,15:10,UTC,0,1016.6,45,0,-1,23.6,10.9,50000,145,3.5,2.2
2019,7,21,15:20,UTC,0,1016.6,43,0,-1,23.7,10.3,49000,137,4.4,2.7
2019,7,21,15:30,UTC,0,1016.5,44,0,-1,23.5,10.6,50000,155,4.1,2.5
2019,7,21,15:40,UTC,0,1016.5,44,0,-1,23.5,10.5,50000,132,4.1,2.6
2019,7,21,15:50,UTC,0,1016.4,44,0,-1,23.5,10.6,50000,127,4.5,3.3
2019,7,21,16:00,UTC,0,1016.4,44,0,-1,23.5,10.4,50000,135,3.9,2.4
2019,7,21,16:10,UTC,0,1016.3,45,0,-1,23.4,10.8,50000,124,3.3,2.5
2019,7,21,16:20,UTC,0,1016.3,46,0,-1,23,10.9,50000,138,3.3,2.4
2019,7,21,16:30,UTC,0,1016.2,47,0,-1,23,11.1,50000,131,3.6,2.4
2019,7,21,16:40,UTC,0,1016.1,47,0,-1,22.7,11,50000,137,3.9,3
2019,7,21,16:50,UTC,0,1016,46,0,-1,22.8,10.6,50000,134,4.8,3.3
2019,7,21,17:00,UTC,0,1015.9,55,0,-1,22.1,12.8,50000,115,5.4,4
2019,7,21,17:10,UTC,0,1015.9,63,0,-1,21.8,14.3,50000,116,5.7,4.5
2019,7,21,17:20,UTC,0,1016,68,0,-1,21.6,15.4,50000,115,4.9,3.1
2019,7,21,17:30,UTC,0,1015.9,69,0,-1,21.5,15.6,50000,118,5.2,3.4
2019,7,21,17:40,UTC,0,1016,72,0,-1,21.3,16,50000,119,4.8,3.4
2019,7,21,17:50,UTC,0,1016,73,0,-1,21.1,16.2,50000,136,4.3,2.6
2019,7,21,18:00,UTC,0,1016,76,0,-1,20.9,16.6,50000,142,4.8,3.4
2019,7,21,18:10,UTC,0,1016,80,0,-1,20.8,17.2,49910,120,5.1,3.7
2019,7,21,18:20,UTC,0,1016,83,0,-1,20.5,17.6,49670,116,5.5,4
2019,7,21,18:30,UTC,0,1016,84,0,-1,20.5,17.6,46480,113,5.4,4.2
2019,7,21,18:40,UTC,0,1016,84,0,-1,20.4,17.6,44740,108,4.6,3.5
2019,7,21,18:50,UTC,0,1016.1,85,0,-1,20.1,17.5,50000,111,4.8,3.5
2019,7,21,19:00,UTC,0,1016.1,85,0,-1,20,17.3,50000,111,5.3,3.9
2019,7,21,19:10,UTC,0,1016.1,84,0,-1,19.8,17.1,48170,112,5.5,4.3
2019,7,21,19:20,UTC,0,1016.2,83,0,-1,19.8,16.8,44870,112,5.6,4.8
2019,7,21,19:30,UTC,0,1016.2,82,0,-1,19.7,16.5,47450,105,5.2,3.6
2019,7,21,19:40,UTC,0,1016.2,83,0,-1,19.6,16.5,46480,110,5.2,3.8
2019,7,21,19:50,UTC,0,1016.2,82,0,-1,19.4,16.3,48610,108,4.9,3.5
2019,7,21,20:00,UTC,0,1016.2,80,0,-1,19.3,15.8,47740,114,5.3,3.6
2019,7,21,20:10,UTC,0,1016.2,80,0,-1,19.2,15.8,48850,115,4.7,3.7
2019,7,21,20:20,UTC,0,1016.2,81,0,-1,19.1,15.7,49120,113,4.5,3.3
2019,7,21,20:30,UTC,0,1016.2,80,0,-1,19.3,15.6,37910,113,4.8,3.7
2019,7,21,20:40,UTC,0,1016.2,79,0,-1,19.2,15.5,49470,108,4.9,3.3
2019,7,21,20:50,UTC,0,1016.1,81,0,-1,18.9,15.6,46620,109,4.4,3
2019,7,21,21:00,UTC,0,1016.1,82,0,-1,18.9,15.8,48540,103,4.3,3
2019,7,21,21:10,UTC,0,1016,83,0,-1,18.8,15.9,37400,107,4.3,3.1
